candidate_id,course_offering_id,faculty_id,match_score,expertise_match,workload_fit,availability_fit,preference_fit,conflict_risk,proposed_by_agent,status
e240d938-9dda-4be3-ab5b-76fa44e931f1,bd9b25a8-4a23-4452-a638-9103d0a8ed9b,26ea46e0-b7e3-4df1-92a6-12de825ebcfc,0.874,0.911,0.839,0.821,0.924,0.133,True,RECOMMENDED
fa0146bc-a746-46a2-96b6-e5afc18f0f12,bd9b25a8-4a23-4452-a638-9103d0a8ed9b,98ae836c-428b-45d8-b3b1-f6c087bad629,0.808,0.796,0.797,0.88,0.755,0.168,True,RECOMMENDED
c40a6a38-a62d-4285-9d2a-9740cefd377f,bd9b25a8-4a23-4452-a638-9103d0a8ed9b,a087e173-a088-4438-b58e-1393a418ec70,0.773,0.858,0.688,0.691,0.857,0.279,True,RECOMMENDED
fb7a5b78-d347-4c65-adb7-a8a06cb9c1f1,bd9b25a8-4a23-4452-a638-9103d0a8ed9b,8630d1e2-6516-4be4-8999-4fd4f97fd11f,0.811,0.858,0.792,0.768,0.783,0.184,True,ALTERNATIVE
b8a7b95f-6a91-41a0-b544-433c21a8e932,bd9b25a8-4a23-4452-a638-9103d0a8ed9b,bfc09a32-b57e-45dc-bded-9de9cbfe54ab,0.693,0.754,0.627,0.645,0.791,0.415,True,ALTERNATIVE
6bf7a899-3fae-4bac-a7f3-7dbd55570085,e4f866d9-0e1f-409a-b3a5-e5d1ac569b58,dc150a57-805f-45c9-aec7-830ea087db01,0.835,0.837,0.821,0.761,0.968,0.195,True,RECOMMENDED
c6029bdb-04f6-4e47-98e2-4fb13ef5e7b9,e4f866d9-0e1f-409a-b3a5-e5d1ac569b58,e42e68d0-b7a4-4602-844a-ac439c8b9c40,0.832,0.814,0.806,0.859,0.88,0.151,True,RECOMMENDED
e1dd6fbe-7fc9-4e76-ab18-3dc82319c8b4,e4f866d9-0e1f-409a-b3a5-e5d1ac569b58,0ebac0fb-9fab-4221-bb4c-b18b6d7c026b,0.827,0.961,0.768,0.676,0.851,0.254,True,RECOMMENDED
efa9336c-14c8-404f-9df1-d1f2e75b9550,e4f866d9-0e1f-409a-b3a5-e5d1ac569b58,18fa557b-1180-447f-bda9-9206e59d27ad,0.687,0.868,0.45,0.513,0.97,0.42,True,ALTERNATIVE
7b204f1a-7d93-4992-b1cc-5c3eb7cb53fd,e4f866d9-0e1f-409a-b3a5-e5d1ac569b58,16e02285-493e-4632-bdf7-6f19062c50c5,0.693,0.813,0.545,0.657,0.788,0.42,True,ALTERNATIVE
94c3e517-5d6d-428f-b87c-ce2811d49189,b13fb45a-232f-452d-ae32-f2db268551ec,cb432dbd-9861-4c08-adb4-de6082979c23,0.757,0.795,0.673,0.671,0.947,0.268,True,RECOMMENDED
b4fbfa4a-6461-4623-8927-d4982f8f9735,b13fb45a-232f-452d-ae32-f2db268551ec,5ca2c3da-f7a7-45bb-9a22-278fe1499d83,0.845,0.816,0.841,0.805,0.97,0.152,True,RECOMMENDED
1cf4ac32-63c1-46b3-ba1c-31775443e50e,b13fb45a-232f-452d-ae32-f2db268551ec,c8ec0c5a-1b95-4ce4-ac25-7a7c78a4c07b,0.803,0.822,0.727,0.764,0.97,0.238,True,RECOMMENDED
481d5f5d-edba-484c-95b0-26785757056a,b13fb45a-232f-452d-ae32-f2db268551ec,c55f0020-0c8c-4b3e-9378-b621bac0e145,0.843,0.862,0.82,0.883,0.803,0.182,True,RECOMMENDED
e26ba4e5-52a7-4923-bc3c-2c5831556ac5,b13fb45a-232f-452d-ae32-f2db268551ec,e50b7d42-3489-4b6c-869f-f9f74f72fa89,0.648,0.76,0.539,0.59,0.689,0.42,True,ALTERNATIVE
48870290-47ed-411b-916c-0cf1b76f7032,7d7393a1-b0cd-4d3b-bf9a-ec7cea565914,c82680b4-c401-4026-ae2a-07442aaacd8e,0.731,0.858,0.592,0.634,0.832,0.315,True,ALTERNATIVE
30fb48b6-6979-49e9-8f6d-a18fd21e7489,7d7393a1-b0cd-4d3b-bf9a-ec7cea565914,be0738a4-fc75-43b3-bb9c-40d5eebd199d,0.84,0.873,0.79,0.858,0.802,0.107,True,ALTERNATIVE
6db24c18-2b92-4a8d-a4fb-7f37ace3bf03,7d7393a1-b0cd-4d3b-bf9a-ec7cea565914,c3d593be-7794-4ed4-9bc2-7e0dd4e2dfe5,0.747,0.736,0.725,0.729,0.823,0.234,True,ALTERNATIVE
28431d40-4d4f-40da-81cb-3854d5b1383e,7d7393a1-b0cd-4d3b-bf9a-ec7cea565914,bfc69005-93cf-4d59-8337-4e72e10831c4,0.814,0.927,0.701,0.732,0.89,0.242,True,ALTERNATIVE
2ccd89ac-bf6f-472e-9a78-07855999f667,7d7393a1-b0cd-4d3b-bf9a-ec7cea565914,cada28a3-657c-4c3a-bb6a-c9b1d0238a25,0.728,0.728,0.777,0.811,0.565,0.338,True,RECOMMENDED
f64253f3-f853-411a-8f54-2cb954447a4c,ced23f4e-0bc4-4ec9-aba9-fc9300da01e7,c4bbc12c-772f-4932-b8f7-33947b0b0651,0.845,0.86,0.836,0.863,0.822,0.187,True,RECOMMENDED
0df6733c-63e2-4a5a-9d7f-cdcacc04dc4a,ced23f4e-0bc4-4ec9-aba9-fc9300da01e7,a70455cc-6f0f-4799-9307-616990eed20f,0.861,0.912,0.781,0.815,0.968,0.18,True,RECOMMENDED
a34054e8-d988-497a-a8d9-cbe70e36211b,ced23f4e-0bc4-4ec9-aba9-fc9300da01e7,906b9bde-26a7-4abf-951c-fe74a0417103,0.886,0.916,0.854,0.864,0.891,0.105,True,RECOMMENDED
bd34aae3-8fe5-40a0-8e70-61881109de53,ced23f4e-0bc4-4ec9-aba9-fc9300da01e7,398f64bf-9c85-4742-8dbc-cefd0a151665,0.829,0.917,0.714,0.729,0.97,0.196,True,RECOMMENDED
bea78822-3153-41d1-a13c-cf746f8778e8,ced23f4e-0bc4-4ec9-aba9-fc9300da01e7,43f1f5d4-c08b-4b32-95bc-e3dd3a8e7b65,0.82,0.788,0.908,0.924,0.668,0.293,True,RECOMMENDED
5532bdc6-1847-474e-8305-8a3f83f4af9b,6ac708fc-b185-48e9-8212-d944ec5e807f,c133c8ac-91e6-4c22-93b6-fafb697b9227,0.713,0.89,0.489,0.557,0.915,0.317,True,RECOMMENDED
385cb568-e9aa-436c-9cb0-06afee49ce2f,6ac708fc-b185-48e9-8212-d944ec5e807f,b1f6f2b2-c28b-49c3-83f3-b1f8eb7ab18f,0.731,0.894,0.518,0.576,0.97,0.343,True,RECOMMENDED
b3e31a01-981a-42bd-aa24-9417a49d90e1,6ac708fc-b185-48e9-8212-d944ec5e807f,af650bfb-e718-45ae-a102-a94ca5f1ef64,0.734,0.781,0.695,0.632,0.836,0.285,True,ALTERNATIVE
57c075b3-4750-413e-ae53-dac8b8047b0d,6ac708fc-b185-48e9-8212-d944ec5e807f,86884c41-b8a1-4156-872f-c8929b2f0505,0.865,0.974,0.822,0.751,0.837,0.152,True,RECOMMENDED
5bf0ece8-15a1-4e25-bb23-51109acd5305,6ac708fc-b185-48e9-8212-d944ec5e807f,9cc63c57-6d20-4b4a-bb5c-871ac4e84d2a,0.744,0.767,0.802,0.8,0.558,0.351,True,ALTERNATIVE
32df22b8-0557-49b2-95b8-ba5237f89215,34cf257f-478d-4d45-bd1d-a6ac38c60bba,550d9e3a-2907-4006-bd07-69f224fcc1b8,0.881,0.879,0.883,0.836,0.968,0.166,True,RECOMMENDED
3b30e788-890b-465d-94fa-b48f529106f3,34cf257f-478d-4d45-bd1d-a6ac38c60bba,962b4c53-ebb1-4dc1-9e7b-256599ad5b08,0.858,0.842,0.856,0.816,0.97,0.175,True,RECOMMENDED
8ed5ba30-9799-42c5-90af-331aa423b9b8,34cf257f-478d-4d45-bd1d-a6ac38c60bba,9b4b7d90-6924-464a-b6ed-929275262d0b,0.791,0.965,0.623,0.645,0.903,0.265,True,ALTERNATIVE
af7c6055-9213-415d-9262-a1b3a9f7da69,34cf257f-478d-4d45-bd1d-a6ac38c60bba,607bfa8d-71f6-453b-8ebb-4c835e164d4e,0.862,0.924,0.773,0.833,0.936,0.169,True,RECOMMENDED
ca1f4f76-f059-4d08-a663-743d7cdf23e2,34cf257f-478d-4d45-bd1d-a6ac38c60bba,beef0c11-fbbc-46d6-8394-a0923811d6d7,0.617,0.766,0.456,0.547,0.667,0.42,True,ALTERNATIVE
a4feb9c4-e547-45d3-b908-4e0f3a31d82f,eaec52b2-92b2-400c-9999-dc60bc6360e6,a44d1f42-f622-4d84-bdc0-d501fc60b0fa,0.707,0.751,0.692,0.695,0.646,0.295,True,ALTERNATIVE
26537ffa-7849-4e50-be14-e446f40cb037,eaec52b2-92b2-400c-9999-dc60bc6360e6,0fc74955-aa98-4e75-908c-1564920a1056,0.836,0.908,0.802,0.805,0.786,0.209,True,RECOMMENDED
62c29a82-970b-41af-9fc6-84ff48e2f48c,eaec52b2-92b2-400c-9999-dc60bc6360e6,0c87b362-ab3c-4f80-a146-c6aecae2ec37,0.854,0.861,0.822,0.846,0.894,0.133,True,ALTERNATIVE
773231f9-2cef-48ff-a97c-b82f6747eb1f,eaec52b2-92b2-400c-9999-dc60bc6360e6,379387c5-f82b-4ac2-aa2e-d9083ccf5700,0.81,0.856,0.768,0.748,0.863,0.198,True,RECOMMENDED
f9734c2f-c4cb-4d11-8472-dad92fde6a2a,eaec52b2-92b2-400c-9999-dc60bc6360e6,9cb1cee0-94c0-4b90-95e8-cd8719afa4aa,0.767,0.767,0.837,0.776,0.643,0.262,True,RECOMMENDED
6ea48f38-bd0a-455f-b7bf-6993cd9c79bc,98c490a9-44fb-4f46-a461-fdd966bb1ccd,788ef180-7b30-45ef-bcbc-007850bfcf10,0.796,0.904,0.605,0.751,0.97,0.247,True,ALTERNATIVE
80206337-9704-4a5c-a3a0-306005ee0e29,98c490a9-44fb-4f46-a461-fdd966bb1ccd,7c259c75-bcad-4031-953f-e876da90d0ff,0.784,0.779,0.772,0.779,0.799,0.174,True,ALTERNATIVE
afbdb0d1-37c3-4adc-a626-f26a9658381e,98c490a9-44fb-4f46-a461-fdd966bb1ccd,95403225-c5f1-42b0-b165-bf827c804d24,0.777,0.924,0.691,0.659,0.752,0.253,True,ALTERNATIVE
457059c1-7231-4ab1-a435-25d38eaa351d,98c490a9-44fb-4f46-a461-fdd966bb1ccd,0f5d0964-8c90-4882-afd4-c254e28dc639,0.821,0.863,0.785,0.748,0.921,0.246,True,ALTERNATIVE
cded7f45-fcc6-4bc9-b4b4-0482ae6480b8,98c490a9-44fb-4f46-a461-fdd966bb1ccd,a2f5aeed-8d46-419f-8dc1-fc6d9bc6dad3,0.701,0.799,0.645,0.674,0.671,0.42,True,ALTERNATIVE
9c8af0c5-aa56-4647-85e2-68dc116df9e6,3a1f2dbd-73b2-425b-a5bd-acf0ec78afc9,6ea89295-5e24-46da-82df-f97b174b4e7f,0.817,0.848,0.781,0.78,0.84,0.156,True,ALTERNATIVE
c5dabe2c-0188-4114-8aee-af054ce328ec,3a1f2dbd-73b2-425b-a5bd-acf0ec78afc9,619e4ef2-528f-46fa-8496-da411515660b,0.865,0.881,0.867,0.863,0.837,0.163,True,RECOMMENDED
62877d42-26e3-42e0-a639-1aa6ec43d176,3a1f2dbd-73b2-425b-a5bd-acf0ec78afc9,7bfe60a6-64cf-4599-a097-8ed76029f6ed,0.795,0.839,0.776,0.661,0.915,0.243,True,ALTERNATIVE
011f0277-a4aa-43cd-85d6-75c149482bb0,3a1f2dbd-73b2-425b-a5bd-acf0ec78afc9,c9b28a7c-32c9-4810-ad53-306fdfe493a2,0.729,0.767,0.681,0.747,0.703,0.275,True,ALTERNATIVE
2f48829f-c906-4ac9-82ad-5255731e9fc4,3a1f2dbd-73b2-425b-a5bd-acf0ec78afc9,d5dddfb4-cc8d-4edf-bacb-77153dc87653,0.647,0.608,0.626,0.756,0.653,0.377,True,ALTERNATIVE
8a556e55-9423-4962-9ca1-6342d8b77e15,70226f84-f5f5-48eb-92bb-d1f0045765c7,8e9c5931-7b24-4db7-92c4-76147fbd4ed4,0.697,0.863,0.586,0.511,0.796,0.397,True,ALTERNATIVE
773a0bbb-8890-4c9e-9d96-1b58f15f81cc,70226f84-f5f5-48eb-92bb-d1f0045765c7,81a36176-68ec-4261-a2af-d7762e55f556,0.743,0.86,0.596,0.597,0.97,0.345,True,ALTERNATIVE
8cc31438-b4e1-4658-b6ea-9ed13be364d0,70226f84-f5f5-48eb-92bb-d1f0045765c7,a121451e-2342-4ed9-addf-5080ca7818f5,0.693,0.894,0.453,0.559,0.867,0.389,True,ALTERNATIVE
ebe6b386-4356-4ffc-8d9a-e791707a04fa,70226f84-f5f5-48eb-92bb-d1f0045765c7,04960364-6024-4942-9077-a4bda310ae9c,0.833,0.98,0.713,0.664,0.97,0.26,True,ALTERNATIVE
8d3ab168-2062-4fca-9595-c2c92a199bf6,70226f84-f5f5-48eb-92bb-d1f0045765c7,8a038865-55b6-4b1b-b756-4a80915bfd9e,0.713,0.794,0.701,0.639,0.697,0.4,True,ALTERNATIVE
e69a210f-2ac9-4ad6-ad15-a74557daa1ce,9166a239-105a-4785-ac9f-7056bdb66cc8,efadb031-5b56-4fe8-bbfc-5afb2e74eaa7,0.803,0.815,0.78,0.87,0.733,0.196,True,ALTERNATIVE
73d34ecd-408d-4954-961b-8f5c4a93ca88,9166a239-105a-4785-ac9f-7056bdb66cc8,ec8636b6-71a4-411e-a406-2e60e04c5579,0.836,0.892,0.821,0.8,0.776,0.172,True,RECOMMENDED
38bb99f6-7493-49cf-b366-866feff65079,9166a239-105a-4785-ac9f-7056bdb66cc8,1e4fee20-7dc4-4a7c-b3fc-3b5026332a98,0.788,0.769,0.696,0.821,0.957,0.195,True,RECOMMENDED
c6fa3d63-3897-4f3c-8623-049123f1996c,9166a239-105a-4785-ac9f-7056bdb66cc8,ccd6d225-fc9c-4ce7-94a5-23e53daace6a,0.887,0.953,0.841,0.804,0.952,0.167,True,RECOMMENDED
250affeb-03ce-49e3-bfb6-6060ea17d41c,9166a239-105a-4785-ac9f-7056bdb66cc8,0ec91f17-1be8-4b13-b90b-4958fc80217f,0.802,0.891,0.826,0.811,0.598,0.315,True,RECOMMENDED
d008eba9-4549-4927-a4a1-fb3d548fa51f,7ef68564-22be-4539-b4d7-61c20ec8c35a,0fccc82e-e112-446d-a876-2ed436d86120,0.786,0.841,0.751,0.741,0.795,0.247,True,ALTERNATIVE
ac999d4b-95da-468c-b67d-806752e71571,7ef68564-22be-4539-b4d7-61c20ec8c35a,065ccff1-2c19-4d20-9bee-332b883310ac,0.845,0.917,0.825,0.713,0.886,0.172,True,ALTERNATIVE
7462b8ae-da34-45aa-8c96-f9a81227d31e,7ef68564-22be-4539-b4d7-61c20ec8c35a,7f0f6929-eb32-40c7-8a9d-6125875f1c67,0.729,0.771,0.617,0.733,0.848,0.3,True,ALTERNATIVE
dcdc77b6-4f3a-450b-a744-c10a7f93059b,7ef68564-22be-4539-b4d7-61c20ec8c35a,17ea17dc-808e-473f-b329-ea4ecd1fea97,0.779,0.816,0.747,0.636,0.97,0.291,True,ALTERNATIVE
b1c8778d-c370-4ddb-b9d7-b918ce219136,7ef68564-22be-4539-b4d7-61c20ec8c35a,86e5cc5b-fee4-48db-bb91-f3ede1c5fac8,0.701,0.811,0.635,0.66,0.682,0.42,True,ALTERNATIVE
d023636d-174a-46fe-a617-3aa5cf3628b8,78832359-cd0a-41a5-9c63-ec8f141cf5c1,4136d8bc-aabf-4660-88b5-d3d0f4b859d8,0.742,0.77,0.672,0.647,0.943,0.285,True,ALTERNATIVE
910fa0d1-124f-41e3-af5b-8f6f60e205ea,78832359-cd0a-41a5-9c63-ec8f141cf5c1,c8e4e224-374f-4960-b3d6-ada1f42177c5,0.771,0.843,0.722,0.655,0.847,0.252,True,ALTERNATIVE
da9dabc9-35bb-4ac8-960b-abbc67677440,78832359-cd0a-41a5-9c63-ec8f141cf5c1,10d7ae38-8b5c-4797-9790-7b1c4e33656f,0.768,0.874,0.621,0.683,0.935,0.306,True,ALTERNATIVE
dbdaffe6-292c-42f0-95f3-28574c8fd818,78832359-cd0a-41a5-9c63-ec8f141cf5c1,af51b029-088e-4bd1-afa6-2f69e12673f8,0.885,0.835,0.886,0.91,0.952,0.081,True,RECOMMENDED
306c86b9-d11c-4187-8e38-9e5876a12656,78832359-cd0a-41a5-9c63-ec8f141cf5c1,7d25ef75-8de0-421d-83be-6d099192ab9c,0.708,0.707,0.636,0.726,0.852,0.354,True,ALTERNATIVE
75319d64-bbe9-425f-8bf9-61efedc1c74b,b1f87711-1761-4723-9b6e-46ad6ed7ba90,4b542179-96b2-4b5e-814a-1eaddbeeb809,0.769,0.916,0.669,0.616,0.829,0.293,True,ALTERNATIVE
5283f17c-4b44-4ede-ad00-ce3cba6eeb0f,b1f87711-1761-4723-9b6e-46ad6ed7ba90,31a6aa84-5364-4059-b8ea-b43f8d838892,0.859,0.848,0.845,0.862,0.914,0.149,True,RECOMMENDED
4aa41d6e-8dff-4e8b-aa44-b3495009d79a,b1f87711-1761-4723-9b6e-46ad6ed7ba90,3d135688-c90d-43e9-9281-2c574f02ab3c,0.783,0.858,0.685,0.695,0.917,0.246,True,ALTERNATIVE
ddf46c93-221f-4e64-b228-e7ab41e92540,b1f87711-1761-4723-9b6e-46ad6ed7ba90,6ca54e60-fd4f-4b6b-aed3-77ba941f43f2,0.744,0.939,0.541,0.628,0.815,0.293,True,ALTERNATIVE
5833ea22-ef05-4027-9ed6-a8fda79355aa,b1f87711-1761-4723-9b6e-46ad6ed7ba90,d2a76668-eedd-4e71-8b49-df377f94d143,0.74,0.779,0.74,0.775,0.666,0.37,True,RECOMMENDED
707d9a53-831f-485e-abb9-98b8e7abce54,96f9ce24-a296-4816-b0ef-ee8275912765,398f64bf-9c85-4742-8dbc-cefd0a151665,0.804,0.814,0.789,0.741,0.892,0.203,True,RECOMMENDED
e692706e-b42a-4ed8-8c0a-7f3c556c043d,96f9ce24-a296-4816-b0ef-ee8275912765,906b9bde-26a7-4abf-951c-fe74a0417103,0.845,0.945,0.701,0.78,0.97,0.185,True,ALTERNATIVE
136519c1-3c6c-4c20-b515-cd3ab5a57129,96f9ce24-a296-4816-b0ef-ee8275912765,c4bbc12c-772f-4932-b8f7-33947b0b0651,0.811,0.845,0.729,0.744,0.97,0.199,True,ALTERNATIVE
b6991b58-d0f3-43aa-86e5-1c4a849a6380,96f9ce24-a296-4816-b0ef-ee8275912765,a70455cc-6f0f-4799-9307-616990eed20f,0.813,0.896,0.736,0.726,0.907,0.257,True,ALTERNATIVE
7f1d40a3-297e-42f4-a814-38b8f268207e,96f9ce24-a296-4816-b0ef-ee8275912765,43f1f5d4-c08b-4b32-95bc-e3dd3a8e7b65,0.694,0.801,0.587,0.7,0.695,0.42,True,ALTERNATIVE
48c475fa-44ce-44a8-81fd-86a4535e2567,c5e80187-9018-48ef-9455-c727ec6093bf,7240ad12-1b4f-458f-9223-f3544ac71991,0.721,0.798,0.572,0.679,0.873,0.291,True,ALTERNATIVE
10811e6e-f39c-4503-8c0a-5a839f001d96,c5e80187-9018-48ef-9455-c727ec6093bf,eba88997-715f-4851-a75d-2ed0403f9a06,0.793,0.856,0.678,0.749,0.928,0.238,True,RECOMMENDED
073c80c5-de98-4eb5-841f-5b366824d98d,c5e80187-9018-48ef-9455-c727ec6093bf,eb017f29-b01c-4ff7-bf5f-ad82ca630d9b,0.902,0.957,0.874,0.891,0.868,0.149,True,RECOMMENDED
ad6230d0-312b-4255-9cb9-2cf0fb6c93ca,c5e80187-9018-48ef-9455-c727ec6093bf,5fef01dc-2977-4d85-bfce-1104cf42b1ca,0.778,0.824,0.683,0.719,0.95,0.271,True,RECOMMENDED
105749a3-fb32-418b-87c0-b5791e7e2d6e,c5e80187-9018-48ef-9455-c727ec6093bf,aa6379ff-8ba8-46b9-af16-b60ed510922d,0.667,0.675,0.647,0.71,0.682,0.42,True,ALTERNATIVE
d28403ca-6b42-4ebe-9283-536472214c47,6f786c76-89e3-4aba-aeb9-9683704dca67,5beadf28-fc1d-4234-9d00-4b922dc39666,0.854,0.98,0.762,0.755,0.869,0.188,True,RECOMMENDED
c468f436-1585-464a-b24d-0b89a0e6d1f0,6f786c76-89e3-4aba-aeb9-9683704dca67,fbbec00b-d3e6-4215-8e9a-60856581e619,0.663,0.852,0.45,0.48,0.883,0.42,True,ALTERNATIVE
0931fac6-92a6-41c6-906b-893a18b6d08e,6f786c76-89e3-4aba-aeb9-9683704dca67,db90e15c-548b-4110-8332-b5fecd159b57,0.664,0.824,0.45,0.48,0.961,0.42,True,ALTERNATIVE
65f981d3-4849-446f-8576-46d017559ff9,6f786c76-89e3-4aba-aeb9-9683704dca67,4cbf28f6-b13e-4fd4-b2e0-ebc2a543c9a9,0.856,0.98,0.805,0.73,0.871,0.25,True,RECOMMENDED
a8d54180-9606-489a-83ae-40152d515c34,6f786c76-89e3-4aba-aeb9-9683704dca67,8fbbb990-ff8e-4d64-8b86-5f155d128f77,0.721,0.755,0.735,0.716,0.65,0.336,True,ALTERNATIVE
e3b2cb0e-db99-442e-828d-3f2fd3c8b18b,0c1b602d-0e47-4804-a8ba-054e50ba4e10,7fbc1239-4c4c-4e02-8046-abe9669c4d99,0.817,0.812,0.9,0.79,0.695,0.158,True,ALTERNATIVE
fc7e2d7f-871a-4ec3-b8d4-e9b220f2eeeb,0c1b602d-0e47-4804-a8ba-054e50ba4e10,dad4905c-bff2-4fb6-9dbc-825507de6fe7,0.693,0.766,0.504,0.635,0.943,0.318,True,ALTERNATIVE
fbbfd558-4fb4-4977-a13c-0105f87e9da9,0c1b602d-0e47-4804-a8ba-054e50ba4e10,8f070afc-60ae-4084-a9f0-6ad6a3526d4f,0.746,0.779,0.703,0.712,0.772,0.217,True,ALTERNATIVE
e6875db5-2609-4bdf-bfe1-14d216002f5d,0c1b602d-0e47-4804-a8ba-054e50ba4e10,9957ffdc-c505-4e37-bd25-8a5da3185085,0.721,0.813,0.611,0.654,0.8,0.3,True,ALTERNATIVE
f38e3763-1b9d-4a28-a772-145d54fdfdb1,0c1b602d-0e47-4804-a8ba-054e50ba4e10,a38705dc-2303-4c90-8515-d3d1bc07b0fd,0.709,0.769,0.687,0.764,0.582,0.378,True,ALTERNATIVE
b1b198ec-a15e-46ba-8960-26d043059714,6e5ad4a3-cf70-410d-a0fb-27704ab77b55,26ea46e0-b7e3-4df1-92a6-12de825ebcfc,0.887,0.957,0.884,0.804,0.825,0.102,True,RECOMMENDED
a99ee9d9-17e6-487e-903d-31c9f7647930,6e5ad4a3-cf70-410d-a0fb-27704ab77b55,8630d1e2-6516-4be4-8999-4fd4f97fd11f,0.815,0.799,0.835,0.777,0.878,0.208,True,ALTERNATIVE
c7271480-4ceb-444c-abde-9118ecd962db,6e5ad4a3-cf70-410d-a0fb-27704ab77b55,a087e173-a088-4438-b58e-1393a418ec70,0.79,0.87,0.667,0.749,0.898,0.244,True,RECOMMENDED
e0dd4439-8c30-4318-a6a0-e85b34df13e1,6e5ad4a3-cf70-410d-a0fb-27704ab77b55,98ae836c-428b-45d8-b3b1-f6c087bad629,0.793,0.761,0.814,0.796,0.836,0.222,True,ALTERNATIVE
9dd4783d-e04f-4063-8427-0797c02e1527,6e5ad4a3-cf70-410d-a0fb-27704ab77b55,bfc09a32-b57e-45dc-bded-9de9cbfe54ab,0.65,0.753,0.598,0.635,0.558,0.42,True,ALTERNATIVE
8989825d-d5fc-4dc9-bd6c-c1d4ba9d1e86,de39b0b4-dd93-4759-882b-578c23dbc09b,80400268-4ad4-4a07-b9cc-5ae63b0b6b10,0.65,0.806,0.45,0.48,0.873,0.375,True,ALTERNATIVE
4d1956e4-03b8-4e1d-ba82-f89bb648e41b,de39b0b4-dd93-4759-882b-578c23dbc09b,e3cb5c41-9af9-4847-a1a2-1576a226b983,0.766,0.859,0.641,0.657,0.917,0.241,True,ALTERNATIVE
f3ebc44a-8fe1-4a07-8d16-1887562958bd,de39b0b4-dd93-4759-882b-578c23dbc09b,eaaabc31-5820-418c-8a4c-116ff20d27c2,0.755,0.881,0.568,0.654,0.97,0.32,True,ALTERNATIVE
ba9167e1-edf0-4108-b1ca-56d4140b653a,de39b0b4-dd93-4759-882b-578c23dbc09b,bb462d36-c014-4c31-b86f-28eef697f43a,0.78,0.856,0.691,0.697,0.881,0.244,True,ALTERNATIVE
30dbcd83-c660-40bf-9c86-403a241c0d04,de39b0b4-dd93-4759-882b-578c23dbc09b,28947459-dc10-4e91-9622-8dae512bec9f,0.712,0.764,0.723,0.692,0.619,0.336,True,ALTERNATIVE
f18ca9f8-08db-43be-bb45-3f4c7777519d,24a52243-b5ec-4677-ac5c-5a19763b85e2,619e4ef2-528f-46fa-8496-da411515660b,0.784,0.814,0.731,0.78,0.809,0.206,True,ALTERNATIVE
9c926cda-9b13-450b-872d-cfbd9994f1d2,24a52243-b5ec-4677-ac5c-5a19763b85e2,c9b28a7c-32c9-4810-ad53-306fdfe493a2,0.766,0.871,0.578,0.708,0.945,0.25,True,ALTERNATIVE
25e8ee4e-8587-4eba-a07a-7392134ad2fb,24a52243-b5ec-4677-ac5c-5a19763b85e2,6ea89295-5e24-46da-82df-f97b174b4e7f,0.779,0.81,0.728,0.766,0.779,0.159,True,ALTERNATIVE
194ae628-59a4-430f-8a4f-959e913a8dfc,24a52243-b5ec-4677-ac5c-5a19763b85e2,d5dddfb4-cc8d-4edf-bacb-77153dc87653,0.755,0.857,0.662,0.68,0.785,0.252,True,RECOMMENDED
ef820f77-c400-42fe-90ff-a9af961a220b,24a52243-b5ec-4677-ac5c-5a19763b85e2,7bfe60a6-64cf-4599-a097-8ed76029f6ed,0.775,0.854,0.775,0.783,0.646,0.361,True,ALTERNATIVE
bc66f2d4-7c5d-43bc-9548-4e85a38a703f,b46910a8-7a01-4439-aafa-ae56ab2f4dad,0fc74955-aa98-4e75-908c-1564920a1056,0.799,0.754,0.781,0.814,0.918,0.195,True,ALTERNATIVE
905f538b-c344-49ba-bc70-55176c079938,b46910a8-7a01-4439-aafa-ae56ab2f4dad,a44d1f42-f622-4d84-bdc0-d501fc60b0fa,0.73,0.777,0.694,0.633,0.802,0.258,True,RECOMMENDED
4adadb36-03c5-44ce-ba4b-dcb01fbe1908,b46910a8-7a01-4439-aafa-ae56ab2f4dad,0c87b362-ab3c-4f80-a146-c6aecae2ec37,0.818,0.98,0.703,0.674,0.855,0.232,True,ALTERNATIVE
5e88d91f-2b05-4867-ba2f-c2aa11ad2cc6,b46910a8-7a01-4439-aafa-ae56ab2f4dad,9cb1cee0-94c0-4b90-95e8-cd8719afa4aa,0.736,0.845,0.607,0.572,0.97,0.343,True,ALTERNATIVE
f0bca571-f29a-44d0-80f6-3c4de6b692a4,b46910a8-7a01-4439-aafa-ae56ab2f4dad,379387c5-f82b-4ac2-aa2e-d9083ccf5700,0.755,0.808,0.778,0.782,0.585,0.308,True,ALTERNATIVE
6c34d1af-308b-44c0-8dca-965982d798e8,390b557b-9858-4394-815a-4882fe4911fa,0b9fa611-85e3-4573-9143-7a7b23a7bd19,0.864,0.962,0.839,0.744,0.851,0.177,True,RECOMMENDED
fbc5ed93-23cc-43cc-b562-e547374aa70e,390b557b-9858-4394-815a-4882fe4911fa,328ea7cc-8fa1-415e-ab74-5abf59d37c77,0.774,0.821,0.723,0.692,0.864,0.228,True,ALTERNATIVE
ac9746a1-5021-4263-8e4d-5b7f461b5672,390b557b-9858-4394-815a-4882fe4911fa,2b51e6f8-07e8-4b62-8107-88c45b73a60c,0.828,0.842,0.813,0.794,0.85,0.15,True,RECOMMENDED
